mileage,year_of_production,horse_power,engine_size,seats,price_ksh,fuel_type,transmission,car_name,body_type,annual_insurance,condition,source
28000,2017,109.0,1500.0,,1899999,Petrol,Automatic,Toyota Auris,Automobile,76000.0,Excellent,Kai & Karo
61000,2017,94.0,1300.0,,1349999,Petrol,Automatic,Mazda Demio,Automobile,54000.0,Excellent,Kai & Karo
90000,2017,300.0,2000.0,,3579999,Petrol,Automatic,Audi S3,Automobile,144000.0,Excellent,Kai & Karo
47500,2019,174.0,2800.0,,6299999,Diesel,Automatic,Toyota Fortuner,Automobile,252000.0,Excellent,Kai & Karo
81000,2018,208.0,2000.0,,4849999,Petrol,Automatic,Mercedes Benz GLC 250,Automobile,194000.0,Excellent,Kai & Karo
93000,2018,155.0,2000.0,,2886999,Petrol,Automatic,Toyota Noah,Automobile,115480.0,Excellent,Kai & Karo
52000,2019,383.0,5700.0,,14552500,Petrol,Automatic,Lexus LX570,Automobile,582100.0,Excellent,Kai & Karo
51000,2017,235.0,2000.0,,4679999,Petrol,Automatic,Lexus NX200T,Automobile,187199.0,Excellent,Kai & Karo
106000,2017,310.0,2000.0,,4006500,Petrol,Manual,Volkswagen Golf R,Automobile,160260.0,Excellent,Kai & Karo
72000,2017,330.0,3000.0,,11374600,Petrol,Automatic,Porsche Panamera,Automobile,454984.0,Excellent,Kai & Karo
28000,2017,400.0,2500.0,,9802000,Petrol,Automatic,Audi TT RS,Automobile,392080.0,Excellent,Kai & Karo
13000,2017,564.0,3800.0,,14750000,Petrol,Automatic,Nissan GTR,Automobile,590000.0,Excellent,Kai & Karo
76000,2017,320.0,3000.0,,5795000,Petrol,Automatic,BMW 740i,Automobile,231800.0,Excellent,Kai & Karo
26000,2022,355.0,3000.0,,12988000,Petrol,Automatic,BMW X4,Automobile,519520.0,Excellent,Kai & Karo
48000,2018,626.0,6000.0,,25249000,Petrol,Automatic,Bentley Continental GT,Automobile,1009960.0,Excellent,Kai & Karo
69000,2018,520.0,4000.0,,16397000,Petrol,Automatic,Bentley Flying Spur,Automobile,655880.0,Excellent,Kai & Karo
61000,2017,150.0,2000.0,,3560000,Petrol,Automatic,BMW X1,Automobile,142400.0,Excellent,Kai & Karo
70000,2017,255.0,3000.0,,7235000,Diesel,Automatic,Mercedes Benz GLE350D,Automobile,289400.0,Excellent,Kai & Karo
24000,2020,600.0,4400.0,,20120000,Petrol,Automatic,BMW X5,Automobile,804800.0,Excellent,Kai & Karo
5000,2019,252.0,2000.0,,5378400,Petrol,Automatic,Audi A5,Automobile,215136.0,Excellent,Kai & Karo
18000,2018,208.0,2000.0,,5679999,Petrol,Automatic,Mercedes Benz GLC 250,Automobile,228000.0,Excellent,Kai & Karo
39000,2018,250.0,3000.0,,10999999,Diesel,Automatic,Range Rover Sport,Automobile,440000.0,Excellent,Kai & Karo
53000,2017,180.0,2000.0,,4929999,Diesel,Automatic,Jaguar XF,Automobile,197200.0,Excellent,Kai & Karo
91800,2019,286.0,3000.0,,13917135,Diesel,Automatic,Audi Q8,Automobile,556685.0,Excellent,Kai & Karo
66000,2017,220.0,2000.0,,3499999,Petrol,Automatic,Volkswagen Golf GTI,Automobile,140000.0,Excellent,Kai & Karo
78000,2014,97.0,1200.0,,789999,Petrol,Automatic,Nissan Note,Automobile,30000.0,Very Good,Kai & Karo
46000,2017,187.0,2500.0,,3749999,Petrol,Automatic,Mazda CX5 AWD,Automobile,150000.0,Excellent,Kai & Karo
160000,2015,380.0,2000.0,,2899999,Petrol,Automatic,Volkswagen Golf Variant R,Automobile,116000.0,Very Good,Kai & Karo
65000,2017,252.0,2000.0,,4349999,Petrol,Automatic,Audi A5,Automobile,174000.0,Excellent,Kai & Karo
11000,2021,198.0,2000.0,,6666000,Petrol,Automatic,Audi Q3,Automobile,266640.0,Excellent,Kai & Karo
62000,2017,248.0,2000.0,,4579999,Petrol,Automatic,BMW 530i,Automobile,184000.0,Excellent,Kai & Karo
21000,2021,550.0,5000.0,,21999999,Petrol,Automatic,Range Rover Sport,Automobile,879999.0,Excellent,Kai & Karo
35000,2019,541.0,4000.0,,14031800,Petrol,Automatic,Porsche Cayenne Turbo,Automobile,561272.0,Excellent,Kai & Karo
17000,2022,523.0,4400.0,,37489050,Petrol,Automatic,Range Rover Vogue Autobiography,Automobile,1499562.0,Excellent,Kai & Karo
59000,2018,396.0,3000.0,,8383000,Petrol,Automatic,Mercedes Benz AMG E43,Automobile,334120.0,Excellent,Kai & Karo
42000,2019,335.0,3000.0,,10812950,Petrol,Automatic,Porsche Cayenne,Automobile,432520.0,Excellent,Kai & Karo
22000,2017,237.0,2000.0,,5450000,Petrol,Automatic,Range Rover Evoque,Automobile,218000.0,Excellent,Kai & Karo
85000,2019,354.0,3000.0,,6352000,Petrol,Automatic,Audi SQ5,Automobile,265000.0,Excellent,Kai & Karo
92000,2017,155.0,2000.0,,3358980,Petrol,Automatic,Toyota Hiace,Automobile,3358980.0,Excellent,Kai & Karo
32000,2018,441.0,3200.0,,6568000,Diesel,Automatic,Mitsubishi Pajero,Automobile,264000.0,Excellent,Kai & Karo
55000,2017,154.0,1600.0,,3399999,Petrol,Automatic,Peugeot  3008,Automobile,136000.0,Excellent,Kai & Karo
28000,2018,280.0,2000.0,,4932000,Petrol,Automatic,Volkswagen Arteon,Automobile,197280.0,Excellent,Kai & Karo
3500,2018,220.0,2000.0,,4454400,Petrol,Automatic,Audi A6,Automobile,178176.0,Excellent,Kai & Karo
94000,2017,190.0,2200.0,,4044000,Diesel,Automatic,Mazda CX8,Automobile,161760.0,Excellent,Kai & Karo
51000,2018,150.0,2000.0,,3929999,Petrol,Automatic,Subaru Forester,Automobile,157200.0,Excellent,Kai & Karo
16000,2017,360.0,3000.0,,8407600,Petrol,Automatic,Porsche Macan GTS,Automobile,336304.0,Excellent,Kai & Karo
34000,2017,333.0,3000.0,,5519999,Petrol,Automatic,Audi A7,Automobile,220800.0,Excellent,Kai & Karo
42000,2019,286.0,3000.0,,10139499,Diesel,Automatic,Audi A8,Automobile,405580.0,Excellent,Kai & Karo
25000,2018,316.0,2000.0,,6149999,Petrol,Automatic,Volvo XC60,Automobile,246000.0,Excellent,Kai & Karo
81000,2017,190.0,2000.0,,4449999,Diesel,Automatic,BMW X3,Automobile,177999.0,Excellent,Kai & Karo
82000,2017,197.0,2000.0,,3449999,Petrol,Automatic,Audi Q3,Automobile,138000.0,Excellent,Kai & Karo
44000,2017,248.0,2000.0,,4599999,Petrol,Automatic,BMW 530I,Automobile,184000.0,Excellent,Kai & Karo
141000,2003,153.0,2000.0,,699999,Petrol,Automatic,Toyota Caldina,Automobile,28000.0,Very Good,Kai & Karo
90000,2010,228.0,3000.0,,2149999,Petrol,Automatic,Mercedes Benz E300,Automobile,86000.0,Excellent,Kai & Karo
117000,2017,149.0,2000.0,,2449999,Petrol,Automatic,Nissan Xtrail,Automobile,98000.0,Excellent,Kai & Karo
5080,2021,502.0,4000.0,,35183130,Petrol,Automatic,Porsche 911 GT3,Automobile,1407325.0,Excellent,Kai & Karo
122000,2017,155.0,2000.0,,4099999,Petrol,Automatic,Toyota Rav4,Automobile,164000.0,Excellent,Kai & Karo
101000,2017,195.0,2500.0,,4764999,Petrol Hybrid,Automatic,Lexus NX300H,Automobile,190600.0,Excellent,Kai & Karo
18000,2022,174.0,2800.0,,11747999,Diesel,Automatic,Toyota Landcruiser Prado TZ-G,Automobile,117480.0,Excellent,Kai & Karo
8000,2021,410.0,3500.0,,25495600,Petrol,Automatic,Lexus LX600,Automobile,1019824.0,Excellent,Kai & Karo
114000,2017,134.0,1500.0,,2749999,Petrol Hybrid,Automatic,Honda Vezel,Automobile,108000.0,Excellent,Kai & Karo
61000,2018,604.0,4000.0,,16585027,Petrol,Automatic,Mercedes-Benz AMG S63L,Automobile,663402.0,Excellent,Kai & Karo
281000,2011,144.0,2500.0,,1799999,Diesel,Automatic,Toyota Hilux,Automobile,72000.0,Very Good,Kai & Karo
41000,2017,94.0,1300.0,,1330000,Petrol,Automatic,Mazda Demio,Automobile,53200.0,Excellent,Kai & Karo
65000,2018,154.0,2000.0,,3456897,Petrol,Automatic,Subaru Forester,Automobile,138276.0,Excellent,Kai & Karo
36000,2021,174.0,2800.0,,10964088,Diesel,Automatic,Toyota Landcruiser Prado TZ-G,Automobile,438563.0,Excellent,Kai & Karo
67000,2017,255.0,3000.0,,6103999,Diesel,Automatic,BMW X5,Automobile,244160.0,Excellent,Kai & Karo
33000,2018,550.0,5000.0,,14411000,Petrol,Automatic,Range Rover Sport,Automobile,576400.0,Excellent,Kai & Karo
79000,2017,166.0,2000.0,,3399999,Petrol Hybrid,Automatic,Mitsubishi Outlander,Automobile,136000.0,Excellent,Kai & Karo
27000,2018,174.0,2800.0,,9289391,Diesel,Automatic,Toyota Landcruiser Prado TZ-G,Automobile,371576.0,Excellent,Kai & Karo
73000,2017,173.0,2200.0,,2593999,Diesel,Automatic,Mazda Atenza,Automobile,104000.0,Excellent,Kai & Karo
45000,2019,232.0,2000.0,,7429999,Diesel,Automatic,Volvo XC90 D5,Automobile,298000.0,Excellent,Kai & Karo
117000,2017,252.0,2000.0,,3558000,Petrol,Automatic,Audi A4 Allroad,Automobile,142320.0,Excellent,Kai & Karo
71000,2017,150.0,1400.0,,2399999,Petrol,Automatic,Volkswagen Golf TSI,Automobile,96000.0,Excellent,Kai & Karo
78000,2017,103.0,1500.0,,2166000,Diesel,Automatic,Mazda CX3,Automobile,86640.0,Excellent,Kai & Karo
124000,2017,125.0,1600.0,,1987000,Petrol,Automatic,Subaru Impreza,Automobile,79480.0,Excellent,Kai & Karo
69000,2017,155.0,2000.0,,3499999,Petrol,Automatic,Nissan Xtrail,Automobile,140000.0,Excellent,Kai & Karo
34000,2019,174.0,2800.0,,9120565,Diesel,Automatic,Toyota Landcruiser Prado TZ-G,Automobile,365000.0,Excellent,Kai & Karo
55000,2017,362.0,3000.0,,7764000,Petrol,Automatic,Mercedes-Benz AMG C43,Automobile,310560.0,Excellent,Kai & Karo
57000,2019,541.0,4000.0,,12613200,Petrol,Automatic,Porsche Cayenne Turbo,Automobile,504528.0,Excellent,Kai & Karo
48000,2019,174.0,2800.0,,8800565,Diesel,Automatic,Toyota Landcruiser Prado TZ-G,Automobile,353000.0,Excellent,Kai & Karo
32000,2018,440.0,2900.0,,11390999,Petrol,Automatic,Porsche Panamera,Automobile,455640.0,Excellent,Kai & Karo
53000,2017,276.0,4000.0,,4849999,Petrol,Automatic,Toyota FJ Cruiser,Automobile,193999.0,Excellent,Kai & Karo
71000,2018,180.0,2000.0,,8099999,Diesel,Automatic,Range Rover Velar,Automobile,324000.0,Excellent,Kai & Karo
65000,2017,225.0,2500.0,,4385000,Petrol Hybrid,Automatic,Toyota Harrier,Automobile,175400.0,Excellent,Kai & Karo
55000,2018,335.0,4400.0,,16099999,Diesel,Automatic,Range Rover Vogue Autobiography,Automobile,644000.0,Excellent,Kai & Karo
59000,2020,590.0,4000.0,,21499999,Petrol,Automatic,Audi RSQ8,Automobile,860000.0,Excellent,Kai & Karo
81000,2017,155.0,2000.0,,3665000,Petrol,Automatic,Toyota Harrier,Automobile,146600.0,Excellent,Kai & Karo
23000,2020,542.0,4000.0,,28899999,Petrol,Automatic,Bentley Bentayga,Automobile,1155999.0,Excellent,Kai & Karo
173000,2017,49.0,660.0,,879999,Petrol,Automatic,Mistubishi EK Wagon,Automobile,35200.0,Excellent,Kai & Karo
83000,2015,148.0,1400.0,,1449999,Petrol,Automatic,Volkswagen Touran,Automobile,58000.0,Very Good,Kai & Karo
216000,2005,130.0,1800.0,,579999,Petrol,Automatic,Toyota Celica,Automobile,23200.0,Excellent,Kai & Karo
42000,2016,148.0,2000.0,,2399999,Petrol,Automatic,Nissan Xtrail,Automobile,96000.0,Excellent,Kai & Karo
177000,2010,176.0,2400.0,,1249999,Petrol,Automatic,Toyota Vanguard,Automobile,50000.0,Very Good,Kai & Karo
81000,2017,150.0,1400.0,,3121999,Petrol,Automatic,Audi Q2,Automobile,125000.0,Excellent,Kai & Karo
46000,2018,250.0,2000.0,,4359999,Petrol,Automatic,Subaru Forester XT,Automobile,175000.0,Excellent,Kai & Karo
51000,2017,313.0,4600.0,,9961100,Petrol,Automatic,Toyota Landcruiser ZX,Automobile,398444.0,Excellent,Kai & Karo
122000,2017,175.0,2500.0,,3279999,Petrol,Automatic,Subaru Outback,Automobile,132000.0,Excellent,Kai & Karo
76000,2017,162.0,1500.0,,2699999,Petrol Hybrid,Automatic,Honda Vezel,Automobile,108000.0,Excellent,Kai & Karo
69000,2017,148.0,2400.0,,4499999,Diesel,Automatic,Toyota Fortuner,Automobile,180000.0,Excellent,Kai & Karo
51000,2017,122.0,1200.0,,2149999,Petrol,Automatic,Volkswagen Golf Variant TSI,Automobile,86000.0,Excellent,Kai & Karo
50000,2019,222.0,2500.0,,4799999,Petrol Hybrid,Automatic,Toyota Rav4,Automobile,192000.0,Excellent,Kai & Karo
81000,2018,208.0,2000.0,,4979999,Petrol,Automatic,Mercedes Benz GLC250,Automobile,199200.0,Excellent,Kai & Karo
75000,2017,177.0,2000.0,,7340400,Petrol,Automatic,Jaguar F Pace,Automobile,293616.0,Excellent,Kai & Karo
43000,2018,150.0,1400.0,,3949999,Petrol,Automatic,Volkswagen Tiguan,Automobile,158000.0,Excellent,Kai & Karo
99000,2017,300.0,2000.0,,8135000,Petrol,Automatic,Porsche Cayman,Automobile,325400.0,Excellent,Kai & Karo
108000,2017,223.0,2500.0,,2876999,Petrol Hybrid,Automatic,Toyota Crown,Automobile,115080.0,Excellent,Kai & Karo
67000,2017,205.0,2500.0,,2699000,Petrol,Automatic,Toyota Mark X,Automobile,107960.0,Excellent,Kai & Karo
34000,2017,150.0,1400.0,,2485999,Petrol,Automatic,Audi A3,Automobile,99450.0,Excellent,Kai & Karo
222000,2011,98.0,1500.0,,679999,Petrol,Automatic,Toyota Townace,Automobile,27200.0,Average,Kai & Karo
91000,2017,565.0,3800.0,,13499999,Petrol,Automatic,Nissan GTR,Automobile,540000.0,Excellent,Kai & Karo
72000,2018,470.0,4000.0,,12575999,Petrol,Automatic,Mercedes Benz AMG GLC63,Automobile,504000.0,Excellent,Kai & Karo
81000,2018,150.0,2000.0,,3799999,Petrol,Automatic,Subaru Forester,Automobile,152000.0,Excellent,Kai & Karo
141000,2019,175.0,2500.0,,3209999,Petrol,Automatic,Subaru Outback,Automobile,128400.0,Excellent,Kai & Karo
42000,2018,310.0,2000.0,,4329999,Petrol,Automatic,Volkswagen Variant R,Automobile,174000.0,Excellent,Kai & Karo
145000,2018,155.0,2000.0,,3086000,Petrol,Automatic,Subaru Forester,Automobile,123440.0,Excellent,Kai & Karo
90000,2018,252.0,2000.0,,4769999,Petrol,Automatic,Audi Q5,Automobile,190800.0,Excellent,Kai & Karo
34000,2018,174.0,2800.0,,9327999,Diesel,Automatic,Toyota Landcruiser Prado TZG,Automobile,373120.0,Excellent,Kai & Karo
45800,2017,333.0,3000.0,,6832999,Petrol,Automatic,Audi Q7,Automobile,273320.0,Excellent,Kai & Karo
17600,2020,470.0,4000.0,,18307000,Petrol,Automatic,Mercedes-Benz AMG GLC 63,Automobile,732280.0,Excellent,Kai & Karo
66000,2018,252.0,2000.0,,5332199,Petrol,Automatic,Audi Q5,Automobile,213288.0,Excellent,Kai & Karo
45000,2017,150.0,1500.0,,2299999,Petrol,Automatic,Volvo V40,Automobile,92000.0,Excellent,Kai & Karo
70000,2017,155.0,2000.0,,3387500,Petrol,Automatic,Subaru Forester,Automobile,135500.0,Excellent,Kai & Karo
106000,2017,122.0,1200.0,,1880000,Petrol,Automatic,Volkswagen Golf TSI,Automobile,75200.0,Excellent,Kai & Karo
43000,2017,252.0,2000.0,,4312200,Petrol,Automatic,Audi A5,Automobile,172488.0,Excellent,Kai & Karo
36700,2020,470.0,4000.0,,17824960,Petrol,Automatic,Mercedes-Benz AMG GLC63,Automobile,712998.4,Excellent,Kai & Karo
4000,2022,577.0,4000.0,,38346600,Petrol,Automatic,Mercedes-Benz AMG G63,Automobile,1533864.0,Excellent,Kai & Karo
18000,2017,383.0,5700.0,,12992067,Petrol,Automatic,Lexus LX570,Automobile,520000.0,Excellent,Kai & Karo
28000,2018,174.0,2800.0,,8767999,Diesel,Automatic,Toyota Landcruiser Prado TZG,Automobile,350720.0,Excellent,Kai & Karo
21000,2020,300.0,2000.0,,11709999,Petrol,Automatic,Landrover Defender 110,Automobile,468400.0,Excellent,Kai & Karo
51000,2017,318.0,4600.0,,10170999,Petrol,Automatic,Toyota Landcruiser Zx,Automobile,406839.0,Excellent,Kai & Karo
43000,2020,240.0,2000.0,,13899999,Petrol,Automatic,Landrover Defender 110,Automobile,555999.0,Excellent,Kai & Karo
54000,2021,450.0,3000.0,,15795999,Petrol Hybrid,Automatic,Mercedes-Benz AMG GLE53,Automobile,631839.0,Excellent,Kai & Karo
41000,2018,174.0,2800.0,,7833035,Petrol,Automatic,Toyota Landcruiser Prado TZ-G,Automobile,313324.0,Excellent,Kai & Karo
36000,2020,347.0,3000.0,,11901399,Diesel,Automatic,Audi SQ5,Automobile,476055.0,Excellent,Kai & Karo
21000,2020,300.0,2000.0,,12099999,Petrol,Automatic,Landrover Defender 110,Automobile,483999.0,Excellent,Kai & Karo
80000,2018,252.0,2000.0,,4669999,Petrol,Automatic,Audi Q5,Automobile,187000.0,Excellent,Kai & Karo
73000,2018,184.0,2800.0,,7779999,Diesel,Automatic,Toyota Landcruiser Prado TZ-G,Automobile,311200.0,Excellent,Kai & Karo
51500,2019,357.0,3000.0,,10363300,Petrol,Automatic,Mercedes Benz GLE450H,Automobile,414532.0,Excellent,Kai & Karo
103655,2014,109.0,1200.0,,1349999,Petrol,Automatic,Volkswagen Golf TSI,Automobile,54000.0,Very Good,Kai & Karo
81000,2018,78.0,1200.0,,1599999,Petrol,Automatic,Nissan Note,Automobile,64000.0,Excellent,Kai & Karo
6000,2019,184.0,1500.0,,5929999,Petrol Hybrid,Automatic,Mercedes Benz C200,Automobile,237200.0,Excellent,Kai & Karo
225000,2007,178.0,3000.0,,1679999,Petrol,Automatic,Toyota Landcruiser Prado J120,Automobile,67200.0,Average,Kai & Karo
80300,2017,158.0,2000.0,,2579999,Petrol,Automatic,Mazda Atenza,Automobile,103199.96,Excellent,Kai & Karo
28000,2018,184.0,2800.0,,9169999,Diesel,Automatic,Toyota Landcruiser Prado TZ-G,Automobile,367000.0,Excellent,Kai & Karo
65000,2018,168.0,2200.0,,5219999,Diesel,Automatic,Mercedes Benz GLC 220,Automobile,208799.0,Excellent,Kai & Karo
47000,2017,116.0,1000.0,,2789999,Petrol,Automatic,Audi Q2,Automobile,111599.0,Excellent,Kai & Karo
115000,2017,211.0,2000.0,,4499999,Petrol,Automatic,Mercedes Benz GLC 250,Automobile,180000.0,Excellent,Kai & Karo
41000,2017,155.0,2000.0,,2941999,Petrol,Automatic,Subaru Forester,Automobile,117680.0,Excellent,Kai & Karo
80000,2017,340.0,3000.0,,7499999,Petrol,Automatic,Range Rover Sport,Automobile,300000.0,Excellent,Kai & Karo
36000,2017,120.0,1600.0,,3289999,Petrol,Automatic,Mercedes Benz A180,Automobile,131600.0,Excellent,Kai & Karo
58000,2017,250.0,3000.0,,12699999,Diesel,Automatic,Range Rover Vogue,Automobile,508000.0,Excellent,Kai & Karo
89000,2017,167.0,1600.0,,2679999,Petrol,Automatic,Subaru Levorg,Automobile,107200.0,Excellent,Kai & Karo
10000,2021,542.0,4000.0,,33899999,Petrol,Automatic,Bentley Continental GTC,Automobile,1355999.0,Excellent,Kai & Karo
85000,2017,235.0,2000.0,,6361999,Petrol,Automatic,Lexus RX200T,Automobile,254480.0,Excellent,Kai & Karo
59000,2019,282.0,3000.0,,8325999,Petrol,Automatic,Audi A8,Automobile,333040.0,Excellent,Kai & Karo
84000,2017,383.0,5700.0,,15819715,Petrol,Automatic,Lexus LX570,Automobile,632788.6,Excellent,Kai & Karo
118000,2018,155.0,2000.0,,3786099,Petrol,Automatic,Toyota Harrier,Automobile,151444.0,Excellent,Kai & Karo
64000,2017,300.0,2000.0,,4249999,Petrol,Automatic,Volkswagen Golf R,Automobile,170000.0,Excellent,Kai & Karo
56000,2017,383.0,4600.0,,11836999,Petrol,Automatic,Toyota Landcruiser ZX,Automobile,473480.0,Excellent,Kai & Karo
80000,2017,334.0,4400.0,,10099999,Diesel,Automatic,Range Rover Sport,Automobile,404000.0,Excellent,Kai & Karo
76000,2017,130.0,1500.0,,1859999,Petrol Hybrid,Automatic,Toyota Fielder,Automobile,74400.0,Excellent,Kai & Karo
133000,2018,604.0,4000.0,,13279999,Petrol,Automatic,Mercedes Benz AMG S63L,Automobile,531200.0,Excellent,Kai & Karo
159000,1997,228.0,3200.0,,979999,Petrol,Automatic,Mercedes Benz S320,Automobile,39200.0,Very Good,Kai & Karo
21000,2018,213.0,2000.0,,5399999,Diesel,Automatic,Ford Ranger Raptor,Automobile,215999.0,Excellent,Kai & Karo
69000,2017,252.0,2000.0,,4135399,Petrol,Automatic,Audi A5,Automobile,165416.0,Excellent,Kai & Karo
65000,2018,255.0,3000.0,,7319999,Diesel,Automatic,Mercedes Benz GLE350D,Automobile,292800.0,Excellent,Kai & Karo
35000,2018,550.0,5000.0,,17899999,Petrol,Automatic,Range Rover Sport,Automobile,716000.0,Excellent,Kai & Karo
49000,2018,154.0,1600.0,,3412999,Petrol,Automatic,Peugeot  3008,Automobile,136800.0,Excellent,Kai & Karo
18000,2017,,3900.0,,26479999,Petrol,Automatic,Ferrari Carlifonia,Automobile,1060000.0,Excellent,Kai & Karo
122000,2018,211.0,2000.0,,2459999,Petrol,Automatic,Nissan Skyline,Automobile,106000.0,Excellent,Kai & Karo
184000,1996,155.0,,,549999,Petrol,Automatic,Mercedes Benz C200,Automobile,22000.0,Average,Kai & Karo
192000,2008,101.0,1500.0,,779999,Petrol,Automatic,Subaru Impreza,Automobile,28000.0,Very Good,Kai & Karo
170000,2012,101.0,1500.0,,749999,Petrol Hybrid,Automatic,Toyota Aqua,Automobile,30000.0,Very Good,Kai & Karo
141000,2017,197.0,3200.0,,4649999,Diesel,Automatic,Ford Ranger Wildtrack,Automobile,186000.0,Excellent,Kai & Karo
9300,2023,450.0,3000.0,,25153140,Petrol Hybrid,Automatic,Mercedes Benz AMG GLE 53,Automobile,1000000.0,Excellent,Kai & Karo
136000,2017,173.0,2200.0,,2669999,Diesel,Automatic,Mazda CX5,Automobile,106800.0,Excellent,Kai & Karo
100000,2018,228.0,2000.0,,2989318,Petrol,Automatic,BMW X1,Automobile,120000.0,Excellent,Kai & Karo
10,2024,493.0,4000.0,,31229999,Petrol,Automatic,Porsche Cayenne GTS,Automobile,1280000.0,Excellent,Kai & Karo
36000,2017,150.0,1400.0,,3341999,Petrol,Automatic,Audi Q3,Automobile,133680.0,Excellent,Kai & Karo
111000,2016,211.0,2000.0,,4949999,Petrol,Automatic,Mercedes Benz GLC 250,Automobile,168000.0,Excellent,Kai & Karo
62000,2016,141.0,1500.0,,2849999,Petrol,Automatic,BMW X1,Automobile,120000.0,Excellent,Kai & Karo
61000,2016,130.0,1500.0,,2099999,Petrol Hybrid,Automatic,Toyota Axio,Automobile,84000.0,Excellent,Kai & Karo
69240,2016,144.0,2500.0,,4499999,Diesel,Manual,Toyota Hilux,Automobile,180000.0,Excellent,Kai & Karo
119999,2018,173.0,2200.0,,3799999,Diesel,Automatic,Mazda CX5,Automobile,152000.0,Excellent,Kai & Karo
51000,2018,300.0,3600.0,,8499999,Petrol,Automatic,Porsche Cayenne,Automobile,340000.0,Excellent,Kai & Karo
93000,2014,184.0,2000.0,,3149999,Petrol,Automatic,Mercedes-Benz C200,Automobile,126000.0,Very Good,Kai & Karo
27000,2017,78.0,1200.0,,1169999,Petrol,Automatic,Nissan Note,Automobile,48000.0,Excellent,Kai & Karo
300000,2005,131.0,1800.0,,649999,Petrol,Automatic,Toyota Wish,Automobile,24000.0,Very Good,Kai & Karo
55000,2015,300.0,2000.0,,3199999,Petrol,Automatic,Volvo XC60 T6 AWD,Automobile,128000.0,Very Good,Kai & Karo
60000,2017,184.0,2000.0,,4499999,Petrol,Automatic,Mercedes Benz C200,Automobile,178000.0,Excellent,Kai & Karo
184000,2006,167.0,2700.0,,1999999,Petrol,Automatic,Toyota Landcruiser Prado TX,Automobile,80000.0,Very Good,Kai & Karo
52000,2015,160.0,2000.0,,1979999,Petrol Hybrid,Automatic,Subaru XV,Automobile,72000.0,Very Good,Kai & Karo
31000,2017,184.0,2000.0,,4299999,Petrol,Automatic,Mercedes Benz C200,Automobile,147000.0,Excellent,Kai & Karo
141000,2015,109.0,1500.0,,1499999,Petrol,Automatic,Toyota Fielder,Automobile,63000.0,Very Good,Kai & Karo
175000,2010,302.0,3000.0,,2249999,Petrol,Automatic,BMW X5,Automobile,88000.0,Very Good,Kai & Karo
130000,2012,173.0,2500.0,,1349999,Petrol,Automatic,Subaru Legacy,Automobile,54000.0,Very Good,Kai & Karo
190000,2018,156.0,2000.0,,1599999,Petrol,Automatic,Mitsubishi ASX,Automobile,63000.0,Very Good,Kai & Karo
76000,2017,150.0,1400.0,,2349999,Petrol,Automatic,Audi A3,Automobile,88000.0,Very Good,Kai & Karo
92000,2018,182.0,2500.0,,3999999,Petrol,Automatic,Subaru Forester,Automobile,140000.0,Excellent,Kai & Karo
